No.;Sentimen;Tweet
667;Positif;b'Keren! IKN akan jadi representasi bangsa yang unggul\n.\nIKN Majukan bangsa, Jambi\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/2Y5doFNGfZ'
668;Positif;b'@NengFira3007 Gak sabar menunggu IKN \xe2\x9d\xa4\nAceh\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/NLO6W7tDGz'
669;Positif;b'Semoga pembangunan IKN lancar dan membawa dampak Positifbagi masyarakat, kami di Riau sangat mendukung\xe2\x80\xa6 https://t.co/OrvUz6I1dI'
670;Positif;b'RT @maryshelparaiso: Karena membawa banyak manfaat Positif, masyarakat Jawa Timur siap dukung dan Kawal Pemindahan IKN #KotaDuniaUntukSemua\xe2\x80\xa6'
671;Positif;b'Halo #Sobatkom!Ibu Kota Nusantara (IKN) telah memasuki pembangunan tahap awal, lho.\n\nApa saja yang akan dibangun pa\xe2\x80\xa6 https://t.co/UsVWgIa4IV'
672;Positif;b'@KathyJo49714916 @maryshelparaiso IKN tingkatkan dalam segala bidang mantap #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/ZY4pOSejvb'
673;Positif;b'@zarazettirazr Kok nggak diterima, harusnya diterima uni, barangkali penawaran IKN mau nyoba expansi ke Australia kali...'
674;Positif;b'Manfaat besar IKN, ini dia\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/dId9fGXxFh'
675;Positif;b'@Joane24641240 Luar biasa IKN \xf0\x9f\x92\xaf\nAceh \xe2\x9d\xa4\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/xcQrqVr4qX'
676;Positif;b'Dukung MPR RI keluarkan ketetapan tentang IKN Nusantara\n\nGorontalo\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/5ML4H4Hhp8'
677;Negatif;b'RT @OposisiCerdas: Anggaran Pembangunan Infrastruktur Dasar IKN Membengkak Jadi Rp 58 Triliun\nhttps://t.co/jfYxmjtgbe'
678;Negatif;b'Nyatanya Elon Musk lebih suka beli Twitter dari pada IKN\nPadahal Twitter lebih mahal\nInvestor gak bodoh https://t.co/y7HKvyKDV5'
679;Positif;b'RT @NandaShanum: @maryshelparaiso Masyarakat Jawa Timur dukung dan doakan yang terbaik untuk kelancaran pembangunan IKN #JokowiBapakInfrast\xe2\x80\xa6'
680;Positif;b'RT @OposisiCerdas: Instruksi Presiden, Pemerintah Akan Bangun Rumah Penduduk di IKN\nhttps://t.co/Mza0yYaB7X'
681;Positif;b'Mantap sekali metaverse di IKN\n.\nIKN Majukan bangsa, Jambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/4OehmNK5cR'
682;Positif;b'IKN Nusantara berkonsep Futur Smart Forest City\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/BMFGJA5X2P'
683;Positif;b'Jumlah Pengembang Mulai Lirik Rencana Pembangunan\xc2\xa0IKN https://t.co/3daYxU3SXm'
684;Positif;b'Nusa Tenggara Timur\nIKN bawa banyak dampak Positif. \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/oa6i4Z5jst'
685;Positif;b'@maryshelparaiso Masyarakat Jawa Timur dukung dan doakan yang terbaik untuk kelancaran pembangunan IKN\xe2\x80\xa6 https://t.co/QFUnBzCy0i'
686;Positif;b'Pemerintah targetkan IKN dihuni 200 ribu orang pada 2024\n\nGorontalo\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/2BhNAsYmKm'
687;Positif;b'IKN Nusantara merepresentasikan bangsa yang unggul\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/0056g73RCN'
688;Positif;b'Nusa Tenggara Timur\nIKN bawa kemajuan bagi bangsa. \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/am7Qo5SeWm'
689;Positif;b'Presiden Jokowi meluncurkan Metaverse IKN Nusantara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/r5QZGQsfMp'
690;Positif;b'mantap ikn akan semakin maju\n.\nIKN Majukan bangsa, Jambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/WIUdjczEJ6'
691;Positif;b'RT @raja_andalas: PGI Kukar mendukung penuh pembangunan IKN\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNP\xe2\x80\xa6'
692;Positif;b'RT @KathyJo49714916: @berita_mineral @Merdekasatu1 @maryshelparaiso Masyarakat Jawa Timur Dukung dan Bangga Pembangunan IKN Berdampak Posit\xe2\x80\xa6'
693;Positif;b'RT @raja_andalas: IKN dorong ekonomi Indonesia semakin maju\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNP\xe2\x80\xa6'
694;Positif;b'Pembangunan IKN Nusantara berkonsep Green City\n\nGorontalo\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/XL0GI6cGIf'
695;Positif;b'RT @usharanimuni: Kawan pemindahan IKN Nusantara.\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanE\xe2\x80\xa6'
696;Positif;b'Mari torang dukung dan kawal pembangunan IKN  Nusantara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/7YRJjIqcOO'
697;Positif;b'RT @usharanimuni: Mari wujudkan pemerataan pembangunan dengan IKN Nusantara.\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterak\xe2\x80\xa6'
698;Positif;b'Pembangunan IKN Nusantara berkonsep Green City\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/P20wO2hob7'
699;Positif;b'IKN Nusantara sangat didukung masyarakat\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/JORwo8te1t'
700;Positif;b'Mantap!\nTiga manfaat besar IKN untuk perekonomian Indonesia\n\nGorontalo\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/mtcPgkiprs'
701;Positif;b'@Merdekasatu1 @maryshelparaiso Pemindahan IKN Untuk Pemerataan Pembangunan, Jawa Timur Dukung IKN Nusantara\xe2\x80\xa6 https://t.co/qDgRniMKZr'
702;Positif;b'RT @RagilSemar: Diawali dari konsep pendanaan IKN yang menjadikan pemerintah sebagai penyewa di sana. \nTentu ini akal2an oligarki.\nOligarki\xe2\x80\xa6'
703;Positif;b'RT @usharanimuni: IKN akan jadi representasi bangsa yang unggul.\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6'
704;Positif;b'Mantap pak\n.\nIKN Majukan bangsa, Jambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/QkZ5mVj5Ft'
705;Positif;b'RT @usharanimuni: Kesejahteraan Indonesia jauh lebih meningkat berkat IKN Nusantara.\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSe\xe2\x80\xa6'
706;Positif;b'RT @usharanimuni: IKN Nusantara sejahterakan masyarakat Indonesia.\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesi\xe2\x80\xa6'
707;Negatif;b'Jika bapak President seorang yg juga dpt merasakakan kesusahan dan penderitaan Rakyat ,sebaiknya Proyek IKN ditunda\xe2\x80\xa6 https://t.co/EYEvJ9O1pa'
708;Positif;b'Tiga manfaat IKN Nusantara untuk ekonomi negara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/gJr0uRNp1R'
709;Negatif;b'RT @Kimi58486332: IKN lebih penting dari entaskan Kemiskinan mas Joko @jokowi  ? Menggenaskan masse https://t.co/X6quciisrJ'
710;Positif;b'Pembangunan IKN Nusantara sangat didukung \n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/SO7MU1gJrc'
711;Positif;b'Pemerintah targetkan IKN dihuni 200 ribu orang pada 2024\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/eZjoFAsiEi'
712;Positif;b'IKN berkonsep ramah lingkungan\n.\nIKN Majukan bangsa, Jambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/R6qZD6yajV'
713;Positif;b'Presiden Jokowi luncurkan Jagat Nusantara, Metaverse di IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/nDd6mgIArm'
714;Positif;b'PGI Kutai Kartanegara mendukung pembangunan IKN Nusantara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/bjQC8neB65'
715;Positif;b'IKN Berkonsep Ramah Lingkungan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/PBd5utentS'
716;Positif;b'Target pemerintah untuk hunian di IKN Nusantara\nJambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/RiZ7Ua1QXJ'
717;Positif;b'Manfaat besar yang diperoleh dari IKN Nusantara\nJambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/gofCzhFkAZ'
718;Negatif;b'RT @NetizenBerisik2: Sadarlah rakyat Indonesia,tdk ada waktu lagi tuk berdiam diri.Harus bersatu tolak Omnibuslaw, UU Hip, Uu Ikn,Uu apa pu\xe2\x80\xa6'
719;Positif;b'Bentuk komitmen pemerintah Wujudkan pembangunan berkelanjutan di IKN Nusantara\nJambi\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/mILAxUyrc8'
720;Positif;b'Mantap, pak Jokowi luncurkan Merataverse di IKN Nusantara\nJambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/JKOmJBUUJ4'
721;Positif;b'Tiga manfaat besar IKN utk perekonomian Indonesia\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/YBZ6t0D5Lx'
722;Positif;b'Tetap memperhatikan aspek lingkungan menjadi poin penting pembangunan IKN Nusantara\nJambi\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/DOcSUKz8ee'
723;Negatif;"b'RT @Wongkuno2B: Tidak ada Kontrol dari Pemerintah ......apa Jawa SUDAH ditinggalkan ?? pindah IKN "" PANTESAN !!!\n@KemenPU\n@HelmiFelis_\n@Dit\xe2\x80\xa6'"
724;Positif;b'Tiga manfaat besar IKN\n.\nIKN Majukan bangsa, Jambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/P3jjVn5vlF'
725;Positif;b'IKN akan berkonsep ramah lingkungan, baik bagi kita semus\nJambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/1TO4NZF8EA'
726;Positif;b'Dukungan agar IKN Nusantara menjadi Tap MPR\nJambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/E7rrBOpz0X'
727;Positif;b'Konsep Future Smart Forest City disematkan kepada IKN Nusantara\nJambi\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/MhzYGYn61i'
728;Positif;b'Torng dukung pembangunan IKN Nusantara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/7yEDhi8uHd'
729;Positif;b'pemerintah tergetkan IKN dihuni 200 ribu orang pada 2024\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/uMeHvZff2m'
730;Positif;b'Merepresentasikan bangsa yang unggul lewat IKN Nusantara\nJambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/aZJGoQzvgF'
731;Positif;b'PGI kukar MPR RI keluarkan ketetapan tentang IKN nusantara\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/osZCcMj9Hc'
732;Positif;b'IKN Nusantara sebagai wujud kerukunan bangsa Indonesia\nJambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/4juEXKpEGg'
733;Positif;b'ibu kota nusantara merupakan jati diri indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/aYDqIg95NG'
734;Positif;b'tiga manfaat besar IKN untuk perekonomian indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/T7sxNBgwRD'
735;Positif;b'IKN Nusantara dengan konsep Future Smart Forest City\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/dhz9TCX4Ao'
736;Positif;b'Wahh mantap Mari kita dukung  penuh pembangunan infrastruktur IKN Nusantara\n\n_Warganet Bengkulu_\xe2\x80\xa6 https://t.co/jxn0L9ho7g'
737;Positif;b'Pembangunan IKN berkonsep Green City merupakan bentuk komitmen pemerintah terhadap pembangunan berkelanjutan\xe2\x80\xa6 https://t.co/vXPHqsQ5wo'
738;Negatif;b'Ada data perekonomian Indonesia yg ditutupi,sebaiknya dibuka saja tentang seberapa carut marutnya pengelolaan BPJS\xe2\x80\xa6 https://t.co/nbaimpJPHE'
739;Positif;b'pemerintah tergetkan IKN dihuni 200 ribu orang pada 2024\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/sw5l5ZgbK7'
740;Positif;b'PGI kukar MPR RI keluarkan ketetapan tentang IKN nusantara\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/XuExXHGcnr'
741;Positif;b'Jokowi luncurkan jagat Nusantara, Metaverse di IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/doHopYxXmv'
742;Positif;b'@ariefsyarief07 Masuknya berbagai investasi ke IKN akan membantu masa depan ekonomi #b20 #arsjadrasjid #IKNnusantara #inklusifkolaboratif'
743;Positif;b'RT @ariefsyarief07: Kadin bersama dengan pemerintah mengajak para pengusaha global untuk berinvestasi di IKN nusantara\nArsjad Rasjid #b20 #\xe2\x80\xa6'
744;Positif;b'ibu kota nusantara merupakan jati diri indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/pjJo30wMVy'
745;Positif;b'Pemerintah targetkan IKN dihuni 200 ribu orang pada 2024\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/wMgh5nRuym'
746;Positif;b'tiga manfaat besar IKN untuk perekonomian indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/b97QQy9fX2'
747;Positif;b'IKN berkonsep ramah lingkungan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/vqdD0BL7mw'
748;Positif;b'@ariefsyarief07 Untuk menyambut IKN Nusantara perlu adanya investasi dari para pengusaha global #b20 #arsjadrasjid\xe2\x80\xa6 https://t.co/0TnILCgTJO'
749;Positif;b'Mantap sukseskan pembangunan IKn Nusantara\n\n_Warganet Bengkulu_\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/v2J9DEvfeP'
750;Positif;b'Pembangunan IKN berkonsep Green City merupakan bentuk komitmen pemerintah terhadap pembangunan berkelanjutan\xe2\x80\xa6 https://t.co/JHyGIttZHp'
751;Negatif;b'@PoeAmran @Rusdian10599719 Kan ada realisasi emang mampu memenuhi target dalam waktu 5 tahun bong .. yg 2 periode j\xe2\x80\xa6 https://t.co/0sZJOTv4iO'
752;Positif;b'IKN Nusantara dengan konsep Future Smart Forest City\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/pSxC0HcDPe'
753;Positif;b'IKN berkonsep ramah lingkungan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/m0QPgH424X'
754;Positif;b'RT @retnosetyow4t: Pemerintah mulai menyusun rencana pengembangan infrastruktur bagi penduduk di Ibu Kota Nusantara (IKN). Dalam keterangan\xe2\x80\xa6'
755;Positif;b'Tiga manfaat besar IKN untuk perekonomian Indonesia\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/1i7Khoz92n'
756;Positif;b'RT @ariefsyarief07: Kadin bersama dengan pemerintah mengajak para pengusaha global untuk berinvestasi di IKN nusantara\nArsjad Rasjid #b20 #\xe2\x80\xa6'
757;Positif;b'IKN Nusantara dengan konsep Future Smart Forest City\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/xGCzXcx40d'
758;Positif;b'RT @ariefsyarief07: Kadin bersama dengan pemerintah mengajak para pengusaha global untuk berinvestasi di IKN nusantara\nArsjad Rasjid #b20 #\xe2\x80\xa6'
759;Positif;b'IKN berkonsep ramah lingkungan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/tVdzBOkZpt'
760;Positif;b'Mari kita dukung pembangunan IKN Nusantara\n\n_Warganet Bengkulu_\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/yKIZpXoD4T'
761;Positif;b'Pemerintah targetkan IKN dihuni 200 ribu orang pada 2024\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/CQCGS6DnaV'
762;Positif;b'Tiga manfaat besar IKN untuk perekonomian Indonesia\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/tPeulAiP00'
763;Positif;b'Jokowi luncurkan jagat Nusantara, Metaverse di IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/TXAEJDcD2P'
764;Positif;b'pemerintah tergetkan IKN dihuni 200 ribu orang pada 2024\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/MvPIoAXf7Z'
765;Positif;b'PGI kukar MPR RI keluarkan ketetapan tentang IKN nusantara\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/856Rutsnwy'
766;Positif;b'Tiga manfaat besar IKN Nusantara\n\n_Warganet Bengkulu_\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/EkmAC5LHkl'
767;Positif;b'ibu kota nusantara merupakan jati diri indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/Ia8xQw8tqK'
768;Positif;b'tiga manfaat besar IKN untuk perekonomian indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/rI1WIYWwbc'
769;Positif;b'RT @RagilSemar: Diawali dari konsep pendanaan IKN yang menjadikan pemerintah sebagai penyewa di sana. \nTentu ini akal2an oligarki.\nOligarki\xe2\x80\xa6'
770;Positif;b'pemerintah tergetkan IKN dihuni 200 ribu orang pada 2024\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/CqmTapClVl'
771;Positif;b'PGI kukar MPR RI keluarkan ketetapan tentang IKN nusantara\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/GxH4z5UGkm'
772;Positif;b'ibu kota nusantara merupakan jati diri indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/Bu1OAAyHwK'
773;Positif;b'Tiga manfaat besar IKN untuk perekonomian Indonesia\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/prrub67LZg'
774;Positif;b'IKN Nusantara berkonsep ramah lingkungan\n\n_Warganet Bengkulu_\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/gRFAZDCj8q'
775;Positif;b'tiga manfaat besar IKN untuk perekonomian indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/zh53heXk7G'
776;Positif;b'@Joane24641240 IKN Nusantara tingkatkan perekonomian masyarakat Indonesia #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/VZZ5ru2AZm'
777;Positif;b'IKN nusantara untuk indonesia\nIKN adalah smart city Indonesia \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/5Hj1MWhxHe'
778;Positif;b'IKN nusantara untuk indonesia\nIKN adalah smart city Indonesia \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/myrN6iwwR1'
779;Positif;b'Wapres Temui Bos Dubai Holding, Maruf Amin Ajak Kerja Sama Industri Halal hingga IKN Nusantara\n \n#IKN #IKNNusantara\xe2\x80\xa6 https://t.co/E7jqRLELUL'
780;Positif;b'IKN nusantara untuk indonesia\nIKN adalah smart city Indonesia \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/fAuUd0JJul'
781;Positif;b'IKN nusantara untuk indonesia\nIKN adalah smart city Indonesia \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/KyMYPjlCSM'
782;Positif;b'IKN berkonsep ramah lingkungan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/w14mdN2du3'
783;Positif;b'Mari kita dukung penuh IKN Nusantara\n\n_Warganet Bengkulu_\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/dHEnX9e13i'
784;Positif;b'IKN nusantara untuk indonesia\nIKN adalah smart city Indonesia \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/I1lP958Hj0'
785;Negatif;"b'RT @t0n1h3r5_83: INGATLAH PARPOL2 YG MENYETUJUI &amp; MENGESYAHKAN IKN . \n\nJANGAN PILIH &amp; TENGGELAMKAN \xe2\x80\xbc\xef\xb8\x8f \n\n#Semangat411TurunkanJokowi \n#Semang\xe2\x80\xa6'"
786;Positif;b'pemerintah tergetkan IKN dihuni 200 ribu orang pada 2024\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/pPfBniEoUV'
787;Positif;b'IKN nusantara untuk indonesia\nIKN adalah smart city Indonesia \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/Pguykl31Xq'
788;Positif;b'PGI kukar MPR RI keluarkan ketetapan tentang IKN nusantara\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/w8BFO0yTA0'
789;Positif;b'IKN nusantara untuk indonesia\nIKN adalah smart city Indonesia \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/eNYkO99x3N'
790;Positif;b'Pemerintah targetkan IKN dihuni 200 ribu orang pada 2024\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/uUnn6JKFv0'
791;Positif;b'ibu kota nusantara merupakan jati diri indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/zaO9gGPAr8'
792;Positif;b'tiga manfaat besar IKN untuk perekonomian indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/siCFFMAGYR'
793;Positif;b'IKN nusantara untuk indonesia\nIKN adalah smart city Indonesia \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/LKwcpa6xoq'
794;Positif;b'Pembangunan IKN berkonsep Green City merupakan bentuk komitmen pemerintah terhadap pembangunan berkelanjutan\xe2\x80\xa6 https://t.co/HLI4awPQxK'
795;Positif;b'IKN nusantara untuk indonesia\nIKN adalah smart city Indonesia \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/CELwEma7J9'
796;Positif;b'Dukung Percepatan Pembangunan IKN yang memberikan dampak Positifbagi masyarakat dan kemajuan ekonomi daerah dan UM\xe2\x80\xa6 https://t.co/cLrmZ9uKO1'
797;Positif;b'Pembangunan IKN Nusantara berkonsep green city\n\n_Warganet Bengkulu_\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/aFeBhbTDdJ'
798;Positif;b'Kami berkomitmen penuh menjaga kondusif wilayah demi kelancaran Pembangunan IKN Nusantara #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/4IcZ5FD9Nm'
799;Positif;b'Seluruh masyarakat Indonesia, pasti mendukung Pembangunan IKN Nusantara..!! #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/bTS2f5x5ON'
800;Positif;b'RT @NandaShanum: @KathyJo49714916 @maryshelparaiso Masyarakat Jawa Timur juga optimis dukung pembangunan IKN #JokowiBapakInfrastruktur #Kot\xe2\x80\xa6'
801;Negatif;"b'RT @t0n1h3r5_83: INGATLAH PARPOL2 YG MENYETUJUI &amp; MENGESYAHKAN IKN . \n\nJANGAN PILIH &amp; TENGGELAMKAN \xe2\x80\xbc\xef\xb8\x8f \n\n#Semangat411TurunkanJokowi \n#Semang\xe2\x80\xa6'"
802;Positif;b'RT @fanyastria561: Jokowi luncurkan jagat Nusantara, metaverse di IKN Nusantara\n\n_Warganet Bengkulu_\n#KotaDuniaUntukSemua\n#IKNSejahterakanI\xe2\x80\xa6'
803;Positif;b'Luar biasa, dukungan terus berdatangan dalam proses Pembangunan IKN Nusantara..!!  #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/mBQ58n4wpd'
804;Positif;b'@NengFira3007 IKN Nusantara memajukan Indonesia\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/n0kz15P1V4'
805;Positif;b'IKN kota masa depan. Dukung Pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/vaIgVSwthA'
806;Positif;b'Pemerintah Targetkan IKN Dihuni 20 Ribu Orang Pada 2024.\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/EdOwJWIEG1'
807;Positif;b'pemerintah tergetkan IKN dihuni 200 ribu orang pada 2024\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/XyxA5J91t2'
